text,aspect,label
it lays out all the features nice it works on mac ios and ipados as well,mac ios,2
that is ok seeing as yo are going for the premium plan next week ill extend your business plan for free for a while and mail you the details from  ,premium,1
i am not going to use as much this workspace and downgraded it to a personal free plan,workspace,1
the app itself is amazing and extremely useful probably the best note taking app right now,app,2
"the product team largely ignores most feature requests instead providing long work arounds  

",team,0
pricing of the product is too high and user interface of the app is not friendly,app,0
"while the desktop app is amazing mobile app is ugly and limited for no particular reason 

",desktop,2
while i am waitingon one template it has letters with splashes of color inside each letter,color,1
i recently bought a new ipad thinking the experience would be just as good but bitterly disappointed to see basic functionality like selecting  drag dropping items severely lacking,functionality,0
when i am in low connection the app does not even want to open,app,0
this note is good but the app is not good,note,2
literally started to improve myself after installation of this app,app,2
your delivery service missing items in order  and missed items you did not rearrange it  most of fruits and vegetables are bad quality,fruits,0
prompt delivery ordering and support,ordering,2
i wonder if my notion site is searchable when i search google or naver for yoke a randomly specified notion site title ,title,1
download it and just tell me that asana keeps failing nor let me know it app lousy service thank you,download,0
i can not because i lost access to that email account,account,0
delivery of milk is late many a times after  to  a m,milk,0
but when i put the final music the sound changes its volume from scene to scene,volume,0
you can use it till may  the paid period after which it will be cancelled permanently,cancel,0
do improve management of suprdaily,suprdaily,0
can you check project,project,1
i will help you with paying by paypal,paypal,1
i find it very complete fast i like that i can restrict on schedule to receive notifications,fast,2
hey there  there is a bug that is causing my tasks list to flip back and forth flash really between complete no incomplete,list,1
the keyboard is buggy is split screen mode,keyboard,0
this is because bag size is a limitation,because bag,0
a note taking app,app,0
i’m still learning some of the features of this data base program but for now i’m just keeping an inventory of my various emergency kits and camping equipment,data base program,1
awesome service any chance a dark mode is in the works,dark mode,0
sure so once you pay ill share the details and a proper invoice on your email,email,1
please ensure ontime delivery,delivery,0
i added someone to my team to collaborate on projects but i do not see how to share the project with them,projects,1
or rather the entire image is black,image,0
it should be faster like keep notes journey dropbox paper etc,dropbox paper,0
to look at a black screen,screen,0
so i created a webinar and clubhouse database in notionhq,database,1
you cannot insert new lines which makes it unusable for editing for me and my colleagues when we need to add a description or elements to our todos etc,new lines,0
milk delivery is good and regular,milk delivery,2
hello how could i use analog of shiftenter combination on android,android,1
no service fir  out of  days  orders cancelled repeatedly for operational reasons despite being customer from different number at same address and neighbour being customer,service,0
your vegetables and fruits quality is very bad,fruits quality,0
you guys promise to deliver breakfast items and always fail consistentlydelivery not done or package is badly donemoreover heavy veg  fruits on top of milk packsyou need to packs thing neatly in plastic or carboard,milk,0
i do personally loved this app as much as possible,app,2
i think i may have deleted some of the attempts or stopped them before the export finished  but these are the two recent ones  you can see that in the first export i still have the logo even though i had hit delete project id  project id ,deleted,0
hi i want to pay via paypal,paypal,1
needs tablet and mobile update to be more useful,update,0
i think its uploading now but its just moving really slow,slow,0
please improve quality of products may be it is fruits vegetables or bread items,fruits,0
best notetaking app you could ask for,app,2
the web version is already in russian and why is it not in ios russian,ios,1
i did not get the subscribed delivery for last  days no confirmed update was given in time,subscribed delivery,0
but it says some issues with music and videos,music,0
use it for notes picture files todotasks etc,picture files,2
i love the design and look of this app it is very modern,app,2
but anytime i try to start the video trimmer an error pops up,trim,1
there is no timeline function for the app which is one of the main reasons people use asana,timeline,1
the android version of notion is almost nothing like the ios version its quite laggy in the android version please make it a little bit more appealing and a little bit more flawless i will love to switch to notion but with the current appeal of the app i think i will stick with evernote for a while,evernote,0
does not even open just stays on white screen with the notion logo,notion logo,0
and it says that while this is rendering you can duplicate the project in another dimension,duplicate,1
the previous one i shared id seems to be fine now but it was not earlier,shared,0
i’ve used filemaker pro for years,filemaker,1
 like alowing copy and paste for the font search box,font,1
give messages before and after order  give any contact number in emergency to contact,give messages before and after order,0
just love it,just,2
i paid all my team plan invoices but i still have the trial version running,paid,1
could you please suggest a search expression if i want to see what kind of options you have for intro videos for online events,search,1
my small construction company has been using asana for almost  years now and this most recent app update which made a pretty big overhaul on the inbox which has made it almost useless while trying to work in the field,company,1
in terms of work living in the north is very hard to stay on task and organized when employed,task,1
overall good app can be quite overwhelming to those who want to integrate notion into their work flow for the first time so starting out with templates and getting ideas is a good place to start,app,2
this is the most famous productive application i used this application with my windows software it make my work more easy and productive,this,2
tell me why this app takes forever to load,app,0
thanks for taking the time to fill out our form thibaut,form,1
i am using the mac app,mac,1
ok i will refund but please cancel the plan once and let me know,refund,1
notion is just incredible,notion,2
it provides a very bad ux and the app lags heavily,app,0
application unsupported errors,errors,0
 can not change the size ,size,0
proper response to issues,issues,0
everytime i order these products bread buns biscuits etc are broken or damaged,bread,0
my account is now showing free plan  lite,free,2
bem completo porem funciona melhor,bem,2
also are you guys thinking about linking your app to google calendar,calendar,1
i felt like i always wanted an app that would combine all the amazing features that notion has but thought it would be impossible,notion,2
in  days of experience only  day got the product at door step,product,2
of ok sounds good how  where do i remove the animation at the beginning,sounds,2
improve service levels there are frequent delivery issues,delivery issues,0
i am so sorry about the trouble with your evernote import,evernote,2
hi we just realised that we have not been receiving invoices from you for a long time,invoices,0
and i used a promo code for annual business plan for  final price but the system charged me only usd  can you help ,promo code,1
really helpful addition to the web app but restricted,web app,1
the app does not even open upi was so excited to try notionnow,app,0
"this app is lots of functions 
but that’s complicated for me
",functions,0
nah guys it keeps sending codes when opening links  really love the idea of the app,codes,2
please waive off delivery charges,delivery charges,0
why do you charge for delivery for monthly subscription which is paid in advance,charge for delivery,0
i love notion but the desktop and android apps are so slow and frequently crash,notion,2
 prices are not competitive  poor and unreliable service,prices,0
unable to make videos on mobile,mobile,0
it would be great if it can use the lightweight function on the apple watch,apple,1
increase product varieties especially vegetables and fruit varieties,fruit,0
prompt and on time delivery of milk,milk,2
i want to buy invideo lifetime deal,lifetime,2
i just got one link to embed but you cannot edit the document,edit,0
what would really take it to the next level though would be adding a notes option for ipad and creating widgets for both ipados and ios,ios,0
and change only my texte,text,1
yes i could not cancel and i got a debit from my account,cancel,1
required to create an account to use the app,account,1
you can never improve until you stop cheating on customers,customers,0
i by all means love the service but the android app is too laggy and transition are bad,android app,0
the only thing that is missing is a widget having a widget would make it easy to have the scheduleother stuff at glance,widget,0
how about  toggle control  to do contorl  number list control ,toggle,1
notionstatus notionhq notionstatus i had reported issue regarding the content i am saving using notion web clippe,web,1
istock is just  library the premium media has access to shutterstock storyblocks pixabay etc,istock,1
i see that it is on a lifetime plan,lifetime,2
give the russian language,russian,1
i love airtable when working on my computer it’s a great flexible db tool with an awesome ui,flexible,2
hello workspace name is momentum international carriers and it is under my email addressbilling address,billing,1
its really tough to reply to someones comments,comments,0
however there are a lot of roadblocks that make me want to use a different management app,blocks,0
"using it both in work where it keeps track of lots of information for us and for personal purposes where i have created my own botanical garden in order to easily get fit plants to different modes 
",keeps track,1
escribio hello we are reaching out because we do not have a tax number such as a valueadded tax vat number or goods and services tax gst number on file for you or the number we do have on file is invalid,file,1
the best project management app,project,2
you can replace multiple apps with this one including any lists note taking habit tracking article saving etc,note,2
can you add written text over a video speech,text,1
how do i stop the music for a single scene please,scene,1
 stars if you add custom filters to the app without it it is very confusing to use,filters,1
really wanted to be able to sync my notion account from my laptop onto my ipad so that i could keep up my notes and other pages when i am working between the two devices but unfortunately the app will not open on my ipad,notion,0
essential to organize my work and my life,organize,1
remove delivery charges,delivery charges,0
same as yesterday clash between video and background music,music,1
i happened across notion in the app store and realized this one was worth making time to write if for no other reason just so i can share how much i absolutely love this app,notion,2
no widgets  loads slowly in android phones,android phones,0
i was happy with notion the moment i learned about it and had my hands on it,app,2
not as fast as other options but considering the power and flexibility it is beyond worth it,flexibility,2
maintain time schedule of early delivery do not make excuses,delivery,0
the first company is running the h kealth workspace and using okta as a saml provider for sso and scim ,saml,1
prompt delivery fresh product unadulterated best app have recommended to all my family and friends keep it up,fresh,2
hi i have a problem with the plan supposedly i have a premium plan however i never select this plan i just wish to have the free plan,plan,2
when click a link like youtube or instagram link it is will open browser instead the app,app,2
you literally cannot even delete a workspace invite a member or update your account settings from within the app,workspace,0
your new software is not user friendly,user friendly,0
really frustrated at the moment that i cannot log into my airtable account on mobile without allowing airtable to access all my google contacts,log,0
i really like working my projects and assignment of tasks with asana,projects,2
you can see from the attached screen shot,screen,1
i love love love love love this app,app,2
i had downloaded a storage tote tracking utility app,storage,1
i forgot the password recurring theme unfortunately to it,theme,0
and i can not so i am a bit dissappointed,app,2
"all of a sudden when i try to access my account the message appears “there is no account linked to this email ”
",account,0
typeoneerror mariepoulin geecyr i think there is also too much default access to client files but supposedly,files,0
add stuffs in stock,stock,0
ahha i am talking about like  usd here,usd,1
better app from this category,app,2
vegetable and fruits are so costly,vegetable,0
very nice on time daily service,daily service,2
milk is not getting delivered regularly this needs to be improved,milk,0
i have select a different song for the video,song,1
and i click somewhere on the text typed to edit the page suddenly goes up to the top,text,1
"i’ve tried different ways to sync asana calendar with iphone calendar it’s impossible 

",calendar,1
offers on known brands are reduced and are practically nonexistent,offers,0
reordering subtasks is broken,subtasks,0
i can not even open the app on my phone anymore can anyone fix this,app,2
did they change the way to delete an image,image,1
you took out  out of my account just now kindly refund me and cancel my subscription because i can not find it,cancel,1
hi the billing email is  and the workspace name is ballet hop,workspace,1
hoping to use to coordinate work across a pc and ipad,ipad,1
mobile experience could be a little better coming from pc or mac where formatting is fine,mobile experience,0
most of the online tutorials focus on individual use and trying to link all of our fields sales qa design together has a steep learning curve,learning,0
we recommend making fewer workspaces as you can so you do not have to manage multiple subscriptions and have low costs,workspaces,1
customer support team is worst,customer support team,0
can asana please add the project column for each tasks  the “swooshing” ui when i check off a task,task,1
i edited the address and have now applied the vat number,edited,1
notifying us once you delivered the products,the,0
this app gets all the praise quite frankly,app,2
godito ramsescabello lesleeannsh trello mirohq notionhq figmadesign zeroheighthq also project managers sh,project,1
so reliability is low,reliability,0
please get in touch with the notion team to get access to api,api,1
excellent  prompt service,excellent,2
i love notion on my mac but not on my mobile  can not copy more linesblocks  no offline mode  extremely long time to load please fix it,mac,2
i try to export but it hanged here,export,0
the latest update brought brakes freezes to the app and pain to users,update,0
mobile app is so inadequate,mobile,0
i am supposed to demo some stuff,demo,1
payment modes are not safe,payment modes,0
but when filtering notion still thinks the relation exists,filtering,0
the application is quite extensive compared to other task applications but there are a couple of problems and missing features that i have detected,task,1
it is how i keep all my backups of their code,backups,0
required internet to launch the apps,required,2
milk and curd delivery is excellent but other products delivery like sweets snacks vegetables etc,curd,0
recently installed the app,app,2
though we have regular milk subscription if we order any other items again delivery charges will be added,milk,0
hastle free services of milk fruits and vegetables,fruits,2
apologies yet we do not have phone support but we are available x for your help,phone,1
right but it does fade in the editor,fade,2
pay attention to customers complaint and resolve it immediately,customers complaint,0
the milk packet which i recieved was not good it was always dirty  the outer packaging always had some dirt on it,milk packet,0
it would be nice if you can make the app send a notification whenever a team member update the information without involving a third party apps,notification,1
i installed the app but when i open the app it displays the logo with white screen,app,2
can you also please share the email from which you upgrade the plan,upgrade,2
can invideo upload directly to youtube without having to first download to my computer,download,1
you can try adjusting the crop and fit type that is the only option,crop,1
do not take any service charges give discount offer from your getting profit,service charges,0
single one time purchase of   all features above included  videosmonth unlimited team members  handcrafted templates standard media library video length up to  minutes,media,2
which i import from another video,import,1
attachment screen recording  at  pmmov,recording,1
this app is good they propose many options for the day to be productive,app,2
on the desktop app you can select some text with red underlining rightclick it then select disable spellcheck to turn it off,text,0
notionhq can i use the sum of a column in table a as a value for a column in table b,table,1
any article on how to use invideo,how to use,1
it is a great application there is no denying that but recently started getting very laggy and glitchy which made me uninstall the app,application,2
inappcontactus name david tabellion email  company dayone company size    type other submission details hi notion team we absolutely love your product and use it within in our company on a daily basis,daily basis,1
you can only highlight one line at a time,one line,0
notionhq  any update on evernote imports,evernote,0
love airtable and highly recommend it,recommend,2
thanks for the clarification paula,paula,1
and there will be no watermark in your videos once you export the video,watermark,0
prompt  dedicated service,dedicated service,2
finally it is usable on mobile due to faster startup time,startup time,2
i like the teal colour just not the stripy background,colour,2
do not put product on your site if you can not deliver,deliver,0
has a great task management which can be segregated however you wish,task,2
your payment and account is good on our side ,account,1
yes if you use the same premium media in  different projects it will be counted as  if you use the same premium media  times in a single project it will be counted as ,project,1
and its asking to pay  dollars,dollars,1
avoid belated delivery of milk,delivery of milk,0
okay sounds great,sounds,2
the url nyeon,url,1
i want to make  second video clips from images with basic animation and text for instagram updates,instagram,1
orders are confirmed but not delivered,orders,0
quantity and quality needs improvement,quality,0
barring few items such as onions tomato and potato quality of product supplied is very good,potato,0
black  dark themes needed,dark themes,1
i did that before filing the report  i see another workspace,filing,1
can you send me the payment link here,payment,1
home of the partnership for the future of learning education funder strategy group and grantmakers for thriving youth,learning,1
amazing app i have ever discovered,app,2
please add the ability to have shortcuts to pages on android home screen,ability,0
when i click on the button i have to go through a survey,survey,1
i would rate it  starts but for some reason the app has been refreshing every minute or so when i am using it,app,0
notion is the best productivity app i ever used,notion,2
i like notion a lot but the app start time is terrible the white loading screen is blindingly bright and now it seems the dark mode is gone completely,screen,0
availability of products is very very limited,availability of products,0
so i change the project colors into custom,colors,1
on  oct of the items ordered did not receive  packets of  kilo potato and  kilo tomato,potato,0
first increase the range most of the items are not available,range,0
i am young and still can not work out how to use this app,app,0
you can change it for me for kindness i would not like to have the annual plan but the monthly plan before i am even charged,plan,1
slow opening of app on android device,app,0
uploading a brand logo also does nothing the logo is not added,uploading,0
notion has an huge potential however is not on point yet,notion,2
the only con is that it is slow to open especially on slow internet connection,internet connection,0
app is great for what it does but it is really slow and it does not look as smooth as on desktop,desktop,2
hi i want to delete my credit card information because i do not need the app,credit,1
i also made a video with text,text,1
your customer care service is too much bad,customer care service,0
promptness and good response to any queries and problems,response to any queries,2
am hi how to edit with dis app on a phone,edit,1
the latest update no longer works on certain ipads,ipads,0
prompt delivery on a daily basis and the understanding the requirement of customers specially the vacation featuredy,vacation,2
now that there are no more block limits in its free version it is recommended even more to everyone,block limits,2
this app is amazing but it would be perfect if it had widgets,app,2
doesnt have start date just due date,date,1
on unlimited plan you get  istock media  remove background image and unlimited premium videos,background image,1
 m    linkedin profile,file,1
introducing new things for certain teams is more difficult and without the experience of managers without good management generating ease in administration would be a differential for us to migrate from a system,teams,1
i may be able to choose the thumbnail once i put the video onto youtube anyway,thumbnail,1
to avoid misunderstanding    one time payment,payment,1
paypal for payment of pro plan,payment,1
great app  the best productivity app,app,2
still no fa for standalone accounts,accounts,1
if you are importing multiple notebooks would you mind trying to import your notes in smaller batches,notes,0
if your team was to do a google search,google,1
i get about  irrelevant emails a day and can find no way of stopping this using an ipad,ipad,1
this app is exactly what i was looking for for so long i am absolutely amazed,app,2
city wise service and more important stock,service,0
in accordance with local laws we are required to charge you tax if you do not have a valid number,local,1
visualstudio in  top languages put to the t,languages,1
my favorite note taking app,note taking app,2
its a superb app ,app,2
the account has been cancelled but i would still like a refund,refund,0
ur customer service is too bad,customer service,0
i am using this as a business but it will not let me add my international tax number,tax,0
deliveries were not made only during couple of days which is quite understandable,deliveries,2
notifications about comments in the cards do not come to the mobile phone,mobile,0
improve the quality of food you deliver,quality of food,0
how do i add my code to invideo subscription plan area,subscription,1
it is a great app that enabled my to completely remove clutter from phonical wold and move it to digital,app,2
quality of products and services is excellent,products,2
do not have proper bags bread comes broken,bread,0
support everyone and increase salaries,everyone and,0
best app for organization ever ,app,2
at this time some features like importing resizing images draggingreordering columns are not available on our mobile apps,dragging,1
how do i change my text box color,color,1
quality of the veggies should be improved ,quality,0
ok so we have initiated the refund with the details which we had,refund,1
milk is not delivered yesterday n today too no idea,milk,0
why is there no music popping up when i click add music,popping,0
good but not great,good,2
deliver  check quality,quality,2
i would like to cancel my free trial however there does not seem to be a button for that,trial,1
hi i want delete account and payment method  please send me the process,payment,1
worst service and no oredictability whether we would receive the scheduled orders or not and during the lock down just to accommodate new customers existing customers from last one year are deprived services i was reciebing msg updates due tonlock down conditions we are unable to deliver for so and so dates from nd,service,0
i was excited to use this app as it was highly recommended but this makes it completely unusable for me,app,0
here are screenshots of the database in table view and in calendar view by upcoming date,data,0
notion seems like a great app however everytime i type something on the mobile app in notion my keyboard resets from swiftkey to samsungs inbuilt keyboard,notion,2
desperately needs widgets,widget,0
for a tasks app this is the wrong app,tasks,0
customer care service delivery service easy to use application,customer care,2
this occurs on both web browser and mobile app logging into notion on a different browser session results in the same thing,web,0
but i love this app too much,app,2
by giving good quality,quality,0
and i have faith that the apps will get there soon,apps,2
this mobile version sucks,mobile version,0
okay i will cancel this for you from backend and initiate a refund prorata basis,refund,0
plenty of issues with notifications and now they force a magic link to login into the app,login,0
great app in functionality and cross platform ability but not  stars until they can improve startup time,functionality,2
the seeker is gone from the project,project,0
is there a way to change the in text animation lenght to less than one second,text,1
if everything is as per plan then your service is superb but when there is any problem customer is not able to contact you,service,0
best productivity app,productivity,2
the only downside is the opening time of the is taking so long that it kills the wonderful experience,opening time,0
i just started using notion and it is amazing only thing i would love for the mobile version would be widgets i would love to use it with my calenders,notion,2
says i can use all paid templates,templates,2
by good customer care help line as there is no response anytime on ur gvn numbers nor d what is app helpline,customer care,0
service is excellant keep it up,service,2
suggest  one step clear trash  enter photo in column which in the table,trash,1
list items in page inventaire cd,list,2
this app made me switch from evernote for ever,app,2
 notion is an equal opportunity organization and will not allow discrimination based upon age ethnicity ancestry gender national origin disability race size religion sexual orientation socioeconomic background or any other status prohibited by applicable law,organization,2
no hassles,no hassles,2
great product too bad the android app is slow like glue,android app,0
but i do not want to get charged this time,charged,1
"i use this app daily to accomplish complex tasks quickly and easily 
",complex tasks,1
airtable is amazing but the inability to use so many different views and functions via mobile effectively cripples this app,functions,0
this app is great,app,2
david cohen email  company size    employees details interested in enterprise and want to talk about security,security,1
so if i get a p camera on the free plan and later upgrade can i still use the p video,upgrade,1
you can simply upload the background and add text from here too wendy to make it editable,text,1
its not as usable as the website version but it works well enough,website,1
helps me manage all the work that my team and i are working on,team,1
thoughtful response by ivanhzhao but really confused no mention of offline mode or backup options,offline mode,0
i see you had subscribed to the trial and you are charged at the end of the trial period,trial,1
but i want to buy lifetime deal,lifetime,2
i couldnt access the app and subscribe,subscribe,0
sometimes i would like to give permission access to edit some tables from the database some records in the particular table some columns in the table,database,1
need more tutorialsinsights in app,app,2
no offline,offline,1
its only showing my  most recent videos for any given search,search,1
i love airtable but to be able to log into the app using google authentication,google,1
i then did the create linked database to add it to a dashboard page,dashboard,1
plz allow students to write hand writen notes and importing pdfs and exporting in the app both desktop version and android and keep ur emojis like in the desktop app plz,android,0
prompt deliveryin time delivery should be improved,deliveryin,0
i can not go to the electronka connected to the asana from mobile and the application forcibly sends to the electron address,mobile,0
the appt time field in ios is not displaying,displaying,0
love timeline,timeline,2
dont get out of my colleague,colleague,1
the app was good but recently encounter a problem attaching files,files,0
i have the s lite and i am struggling with doing simple things like deleting lines as the menu and keyboard,s lite,0
i like notion but there is one thing that is really annoying,notion,2
as of the moment creating the same view of the table that you arranged in alphabetical order and with regular width is not yet possible with our link feature,table,0
supr salient point was when it started services it was exclusively for milk,supr,0
chartered financial analyst is the workspace name,workspace,1
apologies for yearly plan we have last  discount,discount,2
app is very very very slow app taking very very long time to open ,app,0
how to edit a link that was sent to me,edit,1
im the biggest fan of this app,biggest,2
option of changing order should be available ,changing order,0
but how do i turn the dark mode off on mobile,dark mode,0
"tried adding a column of numbers   trying to calculate a payroll   with supplemental hours etc   gas parking etc

cant just add up a column without creating additional tables   multiple additional tables   and then the videos they have on their web site    seriously  how about a way of freezing the video so we can follow the steps    watched one video i had to watch it  times at least so i could follow the steps   

i know its not supposed to be excel   i get it   still too complicated to just add up how much i am supposed to be reimbursed for my mileage parking etc    

but hey  not all bad  i havent torn out all my hair  yet

in conclusion  still room for improvement    think i will just look for an excel type product",multiple additional tables,1
milk sending expiry day not even one day before expiry milk times milk got spoiled,milk,0
for such a popular project management tool this mobile app is horrible,project,1
set customer care deptas effective to redress the complains fast,customer care,0
event creation via the app is brokeninstant crash,event,0
quick delivery and time before delivery,delivery,2
notion evolution templates and videos notion notionhq productivity,templates,2
hi i just export all my content from a workspace i would like to transfer them in my new one,workspace,1
for the company or team can update the process task and summary all the things in just one application which is really convenient for me,task,1
very good app both mobile and desktop versions,desktop versions,2
i wish notion had widgets on apple devices,apple devices,0
what about a widget option to add something,widget,1
that is because you are on a professional lifetime plan which is the lowest paid plan the business and unlimited are higher plans,business,2
after your current project of performance updates is complete,performance,1
absolutely amazing,absolutely,2
your quality of delivered goods is worst,your quality,0
but why does my scene zoom out on each picture,picture,0
i used to work on trello and started using airtable since last few months,trello,1
i agree it would be great to add global tags to be used inside page content and we shared this with our engineering and product team to assist with project prioritization and planning,tags,1
hi as far as i can see there is no visual representation of task dependencies in timeline which are common in gantt charts,line,0
the interface and workflow is innovative and allows you to be as flexible yet simple as you want with your pages and templates,workflow,2
very slow interface and loading time,interface,0
i have already set all my pages to have small text but on the mobile app the text is so large that i can barely see a few lines,app,2
the app is good but like many on ios it limps since you need to be able to use all the views offered by os x,views,1
i am using this for organisation for my itinerary of craft items  it’s working like a dream,craft,1
best notes app i have ever use,app,2
early morning and quick respone and your milk supply boys are also sincere,milk supply,2
excellent app for project management,project,2
"when they say that airtable has the power of a database but is as easy to use as a spreadsheet they aren’t kidding

",database,1
it is like its trying to add but can not download,download,0
can invideo upload directly to youtube without having to first download to my computer,youtube,1
hey i want to create a formula to show proportions of another column,column,1
when i tried to move a few columns from this table to a new page each column got copied as a new blank page,column,0
heavy delivery charges,delivery charges,0
we loved wunderlist for its simplicity and ease of use but then microsoft bought it and ruined it so we had to look for something else and we have tried  other options before we came across asana and we love it,bought,0
i love the app,app,2
the name of the workspace is miias workspace the name of the main page is nikki this disappeared the last time i used,workspace,1
i am trying to export a pdf of a dashboard annual plan in my notion workspace which has gallery views as the default for the linked databased on the dashboard,dashboard,1
notionhq tuckbroder the problem is even opening this page is impossible now  slow and not loading,slow,0
"i find it an easy program where you can access anywhere whether its your phone ipad or computer
",ipad,1
the android app has some performance issues and minor quirks meaning that i would use the web or desktop versions for making large changes creating templates etc,android app,0
and milk also i booked sids cow milk but your service boy delivered me heritage milk,cow,0
i uninstalled notion because it takes too long to load,load,0
prompt and professional service,professional service,2
the quality of the vegetables,vegetables,0
best app ever i makes my work more easier then evernow i created my book shelf as i wantreally helpful forand supportive service they give us thank you notion,app,2
dilivery charges are too high,dilivery charges,0
exported however some editions were not performed as music texts ,music,0
i like your delivery service customer support,delivery,2
delivery charges are very high,delivery,0
in other words for invideo to perform correctly meaning any issues with editing would be derived from invideo software issuesbugs vs related to my connection,edit,1
this is the best productive app i have downloaded so far,app,2
my card was charged and i did not realize it was going to be charged ,charged,0
danielkempe mirohq notionhq youtube google miro would become powerful once you had integrated in ur workflow it takes time,integrated,2
your customer service needs to improve in big way,customer service,0
fulfils every structured data need and also functions as a great place to store just about anything,also functions,2
invoke weekly and daily standups to keep people aligned via a whiteboard,daily,1
if you love the desktop version of notion i have no problem recommending the android version now too,android version,0
i like this app but for mobile have not dark theme,dark theme,0
when i click on the group i can only edit the animation for the whole group,animation,1
when i am taking notes i am in a hurry to get the idea recorded,notes,0
it is cancelled but it will be cancelled at the end of the period ie on rd june,cancelled,1
its like my video media played over the phone,video,1
prompt delivery and friendly customer service,delivery,2
so that we can have an overview of all the projects together and keep track of everything runing smoothly however i think it still lacks a few key features that would be awesome if you could implement to make it a nicer and more useful tool,however,0
everyday you guys have operational issue and bcz of which i have to rush to local shops for milk or anything which i order,milk,0
great app,app,2
promised and timely delivery,timely,2
it says i am not connected to the internet and will not work,internet,0
if items other than milk are ordered and if they cannot be delivered need to know beforehand,milk,0
timely delivery and convenience,delivery,2
we are a digital marketing agency and the app is used for our task management for  years now,marketing,1
very laggy and freezes on a device with a snapdragon ,laggy,0
seems to be a beta version closes the app only by switching databases,switching,0
give quick response to customer complian,customer complian,0
will it be a separate paid account,paid account,1
hi leah the link that you added to the page comes from my summary notes and does not contain the full notes that i kept in my class notes,notes,1
quality of fruits and vegetables are not that much good according to the price,vegetables,0
so happy for the milk delivery,milk delivery,2
the delivery is not regular,delivery,0
i hope you are doing great today  we do not currently have a way to set of task that automatically completes based on the end date sorry about that it is definitely something other users have been reaching out about,task,1
i would resolved that even if the data was gone i would still want to use the product even if i had to start from scratch,data,1
eg can i only upload a total of mb of images text etc,images,1
register a thing card ten minutes to really get north,card,1
in search of a low cost wip work in progress app and found this,cost,1
worst grocery app they ask customer to add money and they will make it expire without even responding to customer and their customer support is worst i have ever seen they do not have knowledge about suprdaily policy,customer support,0
we used to be able to swipe a task to the left to show options to assign a new date and delete  they removed it in recent versions and now you have to enter into each item to make updates very inconvenient deleting a task now takes  button presses  please revert,deleting,0
great app need inprovement on android  swiping left to right brings up the page tab on the right i just want to swipe from the undo button to the  button,android ,0
we would like to start taking advantage of some of the features of enterprise right away namely setting up seo and separate some pages out into actual workspaces under the ef overarching space,workspaces,1
it has great tools but is so glitchy on my phone and on my ipad which i hoped would be better,phone,0
sometimes the application decides to keep crashing,application,0
also is it possible to create a shortcut to click on a database entry to select it instead of to input a value  maybe a alt  mouse click or something i know there is a mouse click  esc but that is more of a key combo than a shortcut,shortcut,1
professional service prepaid delivery very prompt redressal of complaints  quick refunds,refunds,2
application that is used relatively little we prefer the desktop application,desktop application,2
quite disappointing to see that on ipad there is no way to see timeline in portfolios nor project,portfolios,1
the best note taking app i have used it for years,app,2
"reserved for those who speak english very fluently
no link with ios agenda
first notification i earned 
uninstall im very well organized like this another trap where we are pricked",uninstall,1
available products are very less,available products,0
either you are on android ios or on your windows laptop,ios,0
great delivery and good customer care service,great delivery,2
i can look into this for you  could you share the url or name of the page,share,1
check the volume of the video clip and the background music from there,music,1
in this troubling times would like to have products delivered however service has been erratic,service,0
hi brandon how do i copy two scenes from the storyboard and add these to a new video,storyboard,1
excellent app for note taking and organising my day stuff,app,2
but as a mobile app i would love to see some widgets since opening the app,mobile app,0
such as schedule planner shopping list review ranking etc,shopping list,2
hello dear sales we are a company considering moving to notion however we are facing  major issues regarding team tasks collaboration amp we found a security bug with policies amp shared pages,shared,0
i personally use notion for managing videos and project ma,project,1
no delivery post order confirmation,post order confirmation,0
can i pay through netbanking,pay,1
a vatgst number is not required for your tax jurisdiction,tax,0
how to delete workspace on ipad,ipad,1
the app is good so far the asana app works very unreliable in offline mode,offline,0
i like the app a lot but the horrendous app lag and loading times make it a big pita,app,2
the company responded to feedback and request for implementing f authentication for customers,company,1
only issue that i faced that required the uninstall was that there is no undo  back  cancel in the profile creation page that pops up if you click googles federated signin,undo,0
"no keyboard shortcuts 

",keyboard,1
workspace name is kroescontrol nice day to you,workspace,1
this app deserves so much more attention,app,2
indicate that we also use the microsoft suite in our high school so i also have the email account  of office for education although i have not tried yet with that account since i am interested in the one we use with gsuite,school,1
the program is good  after updating when trying to create an event crashes  iphone  plus ios ,iphone,1
i just started using notion and it is amazing only thing i would love for the mobile version would be widgets i would love to use it with my calenders,widgets,0
i use it on my iphone and so far it worked very well but it would be great to have an option to show all the main tasks planned for the month in summary mode,tasks,1
issues not resolving about wrong delivery,wrong delivery,0
i enjoy this app very much and find is so useful for keeping track of my personal and work todo lists,personal,1
customer service is terrible  we keep getting the run around and no one gives an accurate answer,customer service,0
kashvireads notionhq try on templates ,templates,2
cannot rely on both milk delivery and grocery items,milk delivery,0
please add a google drive like feature for sharing files  folders with colleagues,files,1
time track with forestappcc project track with notionhq invoice with a google doc template,invoice,1
actually there are many databases that will not load now,database,0
also remove delivery charges,delivery charges,0
charges on daily delivery need to be cut,charges on daily delivery,0
on some days the quality of milk is not good,milk,0
thanks this sounds interesting,sounds,2
seems like a notionhq bug for tweet embeds,bug,0
can i group tables by multiselect tags,tables,1
i received limited time offer for business plan  dollars for the year,offer,1
but all plan in appsumo is for watermark remover,watermark,0
